Wall time,Step,Value
1692703193.5879412,12830,0.3173587918281555
1692703199.238065,12930,0.17405635118484497
1692703211.7394218,13095,0.22999300062656403
1692703217.0871592,13195,0.20790056884288788
1692703223.065474,13295,0.08589648455381393
1692703228.6795478,13395,0.08333555608987808
1692703233.5394099,13495,0.1184907779097557
1692703245.210377,13660,0.20850513875484467
1692703250.9401758,13760,0.07672736793756485
1692703256.420022,13860,0.2710108458995819
1692703261.472013,13960,0.13801154494285583
1692703267.4612758,14060,0.2192843109369278
1692703279.115495,14225,0.15719692409038544
1692703284.494487,14325,0.10993602871894836
1692703290.1570618,14425,0.09872645139694214
1692703295.987648,14525,0.12536458671092987
1692703301.498445,14625,0.23596806824207306
1692703313.73144,14790,0.20846925675868988
1692703319.341208,14890,0.08034823089838028
1692703325.158495,14990,0.20200419425964355
1692703331.005898,15090,0.23182964324951172
1692703336.296421,15190,0.3714918792247772
1692703347.452899,15355,0.1414860188961029
1692703353.15764,15455,0.1329706907272339
1692703358.7415218,15555,0.18771924078464508
1692703364.088074,15655,0.16236673295497894
1692703369.126395,15755,0.07150985300540924
1692703381.9085388,15920,0.10520899295806885
1692703387.428586,16020,0.06893674284219742
1692703393.744614,16120,0.20278048515319824
1692703398.741055,16220,0.08448393642902374
1692703404.1128478,16320,0.07094477117061615
1692703416.460007,16485,0.08127724379301071
1692703421.759466,16585,0.031756576150655746
1692703427.510019,16685,0.13211125135421753
1692703433.079208,16785,0.07687196880578995
1692703438.395474,16885,0.055254798382520676
1692703450.0133498,17050,0.20138484239578247
1692703455.4987898,17150,0.3055194020271301
1692703462.185719,17250,0.2966766357421875
1692703467.125757,17350,0.9576465487480164
1692703472.820956,17450,0.5387009382247925
1692703486.0292459,17615,0.25058090686798096
1692703491.6606798,17715,0.34380412101745605
1692703496.610115,17815,0.12518924474716187
1692703502.31511,17915,0.20072299242019653
1692703507.9368079,18015,0.1568606197834015
1692703520.011352,18180,0.11218567937612534
1692703525.900288,18280,0.1354052573442459
1692703531.7057111,18380,0.2706975042819977
1692703536.8247628,18480,0.1701289266347885
1692703542.82004,18580,0.06653115153312683
1692703554.31862,18745,0.019758028909564018
1692703559.9015949,18845,0.01730075478553772
1692703565.797209,18945,0.3351886570453644
1692703571.155773,19045,0.18356747925281525
1692703577.274863,19145,0.060909971594810486
1692703588.806593,19310,0.2028742879629135
1692703594.331233,19410,0.23273813724517822
1692703600.2153869,19510,0.1472935825586319
1692703605.384254,19610,0.29449141025543213
1692703611.033164,19710,0.2009207010269165
1692703622.528373,19875,0.32700368762016296
1692703627.790506,19975,0.17951242625713348
1692703634.033899,20075,0.14138838648796082
1692703639.96793,20175,0.06596700847148895
1692703645.173375,20275,0.2303543984889984
1692703657.490695,20440,0.18930776417255402
1692703662.980958,20540,0.12133088707923889
1692703668.234518,20640,0.1655375212430954
1692703673.9129548,20740,0.16438332200050354
1692703679.5097358,20840,0.1776314377784729
1692703691.212903,21005,0.2744884192943573
1692703696.84498,21105,1.156549096107483
1692703702.3620732,21205,0.49371182918548584
1692703707.719837,21305,0.4737080931663513
1692703713.469584,21405,0.18005160987377167
1692703726.463197,21570,0.2937440276145935
1692703732.553765,21670,0.27769580483436584
1692703738.041877,21770,0.1464592069387436
1692703743.341988,21870,0.08532831072807312
1692703748.319872,21970,0.294705331325531
1692703760.437103,22135,0.09683101624250412
1692703765.681822,22235,0.33725494146347046
1692703770.737749,22335,0.3129841685295105
1692703776.476664,22435,0.12568499147891998
1692703782.522866,22535,0.07172370702028275
1692703794.551305,22700,0.10385666787624359
1692703800.438944,22800,0.09148299694061279
1692703806.51415,22900,0.16152171790599823
1692703811.757779,23000,0.16286791861057281
1692703816.653087,23100,0.13373395800590515
1692703829.379901,23265,0.25969117879867554
1692703835.0820422,23365,0.16041667759418488
1692703840.857366,23465,0.08462497591972351
1692703846.349132,23565,0.16724461317062378
1692703852.039675,23665,0.11759717762470245
1692703863.283631,23830,0.15946602821350098
1692703869.518543,23930,0.10762977600097656
1692703875.0917451,24030,0.052567820996046066
1692703881.311394,24130,0.041731249541044235
1692703886.597597,24230,0.07891923934221268
1692703898.7828639,24395,0.09234723448753357
1692703904.465993,24495,0.04571884870529175
1692703909.820926,24595,0.1611052006483078
1692703915.405872,24695,0.1212795078754425
1692703920.980802,24795,0.045546382665634155
1692703932.7771058,24960,0.6508729457855225
1692703938.4380999,25060,0.5122891068458557
1692703944.2389052,25160,0.16613039374351501
1692703949.174436,25260,0.15884201228618622
1692703954.527953,25360,0.19524957239627838
1692703968.1914968,25525,0.04390252009034157
1692703973.644116,25625,0.24149440228939056
1692703979.1330729,25725,0.27553850412368774
1692703984.6895099,25825,0.18762607872486115
1692703989.7713752,25925,0.21731770038604736
1692704001.4137468,26090,0.04772861674427986
1692704007.115905,26190,0.19114887714385986
1692704012.264338,26290,0.09324011206626892
1692704018.098186,26390,0.26539158821105957
1692704024.191168,26490,0.1667862981557846
1692704036.1204119,26655,0.11581763625144958
1692704041.754119,26755,0.09039865434169769
1692704047.509959,26855,0.26368215680122375
1692704054.1843479,26955,0.3026774227619171
1692704060.097528,27055,0.23188416659832
1692704073.0271099,27220,0.2776642143726349
1692704079.221641,27320,0.2711639106273651
1692704085.652108,27420,0.1763404756784439
1692704091.0163572,27520,0.11131805926561356
1692704097.1852422,27620,0.10525327175855637
1692704109.2321322,27785,0.09797991067171097
1692704114.4459798,27885,0.26284533739089966
1692704120.00162,27985,0.07663276046514511
1692704125.986209,28085,0.18831023573875427
1692704131.966096,28185,0.08469253778457642
