Wall time,Step,Value
1692700815.297396,100,0.5500011444091797
1692700820.3779972,200,0.7901493906974792
1692700826.221913,300,0.5915623903274536
1692700832.403595,400,0.4152407646179199
1692700837.981251,500,0.44574251770973206
1692700849.063273,665,0.3392612934112549
1692700853.081099,765,0.361615389585495
1692700858.382325,865,0.7736257910728455
1692700863.309323,965,0.45220524072647095
1692700868.075827,1065,0.35292544960975647
1692700878.626533,1230,0.5186548829078674
1692700883.23634,1330,0.6716030836105347
1692700887.858687,1430,0.5499738454818726
1692700892.668442,1530,0.4133700728416443
1692700897.7618182,1630,0.5409302711486816
1692700907.590736,1795,0.6885744333267212
1692700912.404442,1895,0.3593313694000244
1692700917.553385,1995,0.39641863107681274
1692700922.301207,2095,0.33222177624702454
1692700927.0962932,2195,0.4600290060043335
1692700937.283703,2360,0.37255218625068665
1692700941.9969869,2460,0.30463266372680664
1692700946.87809,2560,0.3950110971927643
1692700951.758067,2660,0.6819668412208557
1692700956.354547,2760,0.7346152067184448
1692700966.376874,2925,0.4845034182071686
1692700971.153332,3025,0.4552896022796631
1692700975.669877,3125,0.316344678401947
1692700980.462307,3225,0.39142993092536926
1692700985.3050492,3325,0.6062308549880981
1692700996.465358,3490,0.33170050382614136
1692701000.860248,3590,0.3425436019897461
1692701005.279372,3690,0.3885842263698578
1692701009.7219489,3790,0.34260043501853943
1692701014.595145,3890,0.4955977499485016
1692701025.241639,4055,0.4648195803165436
1692701029.816715,4155,0.3972342908382416
1692701034.598349,4255,0.44443750381469727
1692701039.636766,4355,0.3137478828430176
1692701044.949871,4455,0.2766103148460388
1692701055.179704,4620,0.23712384700775146
1692701059.484673,4720,0.26666635274887085
1692701064.352252,4820,0.2856338918209076
1692701069.3183382,4920,0.5685670375823975
1692701074.002025,5020,0.3993944823741913
1692701083.8908548,5185,0.2846065163612366
1692701088.641532,5285,0.27745863795280457
1692701094.0482602,5385,0.5340234041213989
1692701098.740396,5485,0.3435763120651245
1692701103.1931531,5585,0.5761899948120117
1692701113.758966,5750,0.610919713973999
1692701118.13118,5850,0.3549053966999054
1692701122.740038,5950,0.3292660117149353
1692701127.270041,6050,0.2849313020706177
1692701132.1144168,6150,0.17511387169361115
1692701142.742986,6315,0.501489520072937
1692701148.384245,6415,0.4420616030693054
1692701153.5688949,6515,0.4076690673828125
