Wall time,Step,Value
1689777132.5373619,100,2.3826377391815186
1689777138.1541939,200,2.173301935195923
1689777143.761205,300,2.1578216552734375
1689777150.1725361,400,2.346513032913208
1689777155.211767,500,2.01434063911438
1689777165.196554,603,2.0052084922790527
1689777170.1294332,703,2.053835391998291
1689777175.800334,803,2.0513322353363037
1689777180.563759,903,1.9273459911346436
1689777185.326998,1003,1.9821828603744507
1689777194.852066,1106,1.7726987600326538
1689777199.907595,1206,1.8341330289840698
1689777205.1476202,1306,1.8308062553405762
1689777210.1774988,1406,1.7587175369262695
1689777214.752152,1506,1.6673818826675415
1689777224.828487,1609,1.632524013519287
1689777229.836019,1709,1.5851248502731323
1689777234.5134609,1809,1.6586040258407593
1689777239.4029682,1909,1.755695104598999
1689777244.079295,2009,1.7864705324172974
1689777253.518871,2112,1.6627877950668335
1689777257.854818,2212,1.899763822555542
1689777262.504089,2312,1.8789490461349487
1689777267.9345,2412,1.8197944164276123
1689777273.08895,2512,1.7161887884140015
1689777283.0191538,2615,1.6191887855529785
1689777288.1686559,2715,1.8007235527038574
1689777292.711074,2815,1.5772343873977661
1689777298.156982,2915,1.4234572649002075
1689777302.89793,3015,1.4498958587646484
1689777312.0398731,3118,1.5809645652770996
1689777316.842106,3218,1.3409340381622314
1689777322.655894,3318,1.3939447402954102
1689777327.817769,3418,1.4998009204864502
1689777332.665997,3518,1.2977579832077026
1689777342.358337,3621,1.3005106449127197
1689777347.019087,3721,1.314052700996399
1689777351.9563599,3821,1.5498785972595215
1689777357.3275,3921,1.3656461238861084
1689777362.352832,4021,1.3910956382751465
1689777371.836194,4124,1.1451376676559448
1689777377.292755,4224,1.1145628690719604
1689777382.438912,4324,1.2941075563430786
1689777386.719525,4424,1.3771357536315918
1689777391.731114,4524,1.242733120918274
1689777400.710036,4627,1.2471219301223755
1689777406.147978,4727,1.1042578220367432
1689777410.974313,4827,1.179127812385559
1689777416.7903738,4927,1.6645997762680054
1689777421.622816,5027,1.3660221099853516
1689777430.378749,5130,1.1408406496047974
1689777435.328512,5230,1.1464086771011353
1689777439.919233,5330,1.3534133434295654
1689777445.375437,5430,1.376619577407837
1689777451.078675,5530,1.1549779176712036
1689777460.5332758,5633,0.9395864009857178
1689777465.4408479,5733,1.2964123487472534
1689777470.149042,5833,1.1554546356201172
1689777475.470491,5933,1.2814019918441772
1689777480.434835,6033,1.1403199434280396
1689777489.812272,6136,1.4330840110778809
1689777495.103978,6236,1.4893088340759277
1689777499.4298959,6336,1.107020616531372
1689777504.799517,6436,1.043015956878662
1689777509.482881,6536,1.1105483770370483
1689777519.033613,6639,1.0109561681747437
1689777524.033938,6739,1.079323410987854
1689777528.9161768,6839,1.0410315990447998
1689777533.793076,6939,1.211116909980774
1689777538.917825,7039,1.1339002847671509
1689777548.462197,7142,1.072652816772461
1689777553.759906,7242,0.9276002049446106
1689777558.4596019,7342,1.1299647092819214
1689777563.3881018,7442,1.126872181892395
1689777568.361032,7542,0.9257200360298157
1689777577.698007,7645,1.0877916812896729
1689777583.055873,7745,1.0075459480285645
1689777588.2819571,7845,1.0672392845153809
1689777592.95276,7945,0.8838500380516052
1689777597.710499,8045,0.9565529227256775
1689777607.938873,8148,0.9814202785491943
1689777612.683038,8248,1.0845564603805542
1689777616.947149,8348,0.8023909330368042
1689777621.329818,8448,1.0603827238082886
1689777627.026873,8548,0.9190977215766907
1689777636.81669,8651,0.8627848625183105
1689777642.493984,8751,0.9867632389068604
1689777646.924347,8851,0.8942842483520508
1689777651.719868,8951,0.9913575053215027
1689777656.065535,9051,0.8987939357757568
1689777664.740059,9154,0.8526417016983032
1689777669.149355,9254,0.795850932598114
1689777674.6377861,9354,0.9961480498313904
1689777680.090146,9454,0.7561574578285217
1689777685.072502,9554,0.8294074535369873
1689777695.090653,9657,0.9407616257667542
1689777700.32374,9757,0.772253155708313
1689777705.165859,9857,0.8637657165527344
1689777710.167427,9957,0.7742375135421753
1689777716.037905,10057,0.8391356468200684
1689777726.204826,10160,0.8704251646995544
1689777731.005485,10260,1.0231244564056396
1689777736.906024,10360,0.8409175276756287
1689777741.991272,10460,0.9175686836242676
1689777749.298639,10560,0.8317837119102478
1689777760.786895,10663,0.9479894042015076
1689777768.745773,10763,0.8383499979972839
1689777774.8766248,10863,0.9070884585380554
1689777779.533857,10963,0.867517352104187
1689777786.158062,11063,0.9006248712539673
1689777797.6082199,11166,0.8180350065231323
1689777805.719914,11266,0.6444666385650635
1689777811.730562,11366,0.7056407928466797
1689777818.372195,11466,0.8573551177978516
1689777827.052793,11566,1.0518825054168701
1689777839.809862,11669,0.586616039276123
1689777846.922126,11769,0.8317002058029175
1689777855.0529869,11869,0.7459861040115356
1689777863.233331,11969,0.6953272223472595
1689777870.615525,12069,0.7433789372444153
1689777884.622169,12172,0.7164027094841003
1689777893.016341,12272,0.5700600743293762
1689777898.833036,12372,0.7254647612571716
1689777904.6221929,12472,0.8530584573745728
